lon,lat,timestamp,speed_kmh,label
12.137943,54.078389,2020-12-06 09:24:44,0.0,driving
12.13795,54.078349,2020-12-06 09:24:58,3.3468415191767065,driving
12.1381,54.078259,2020-12-06 09:25:04,14.194911288234536,driving
12.13799,54.077967,2020-12-06 09:25:10,23.64387549364898,driving
12.137663,54.077606,2020-12-06 09:25:16,25.32241007032877,driving
12.137287,54.077335,2020-12-06 09:25:22,26.87805943540553,driving
12.13669,54.077044,2020-12-06 09:25:28,28.740746053835178,driving
12.136169,54.076778,2020-12-06 09:25:34,23.38508799569049,driving
12.135734,54.07663,2020-12-06 09:25:40,15.466054518148376,driving
12.135472,54.076698,2020-12-06 09:25:46,22.988488948185687,driving
12.134907,54.077099,2020-12-06 09:25:52,35.17169995391342,driving
12.134309,54.0775,2020-12-06 09:25:58,33.91253437605367,driving
12.133769,54.077864,2020-12-06 09:26:04,32.87841381448244,driving
12.133266,54.07827,2020-12-06 09:26:10,33.249631040967195,driving
12.133128,54.078757,2020-12-06 09:26:16,26.514109199441,driving
12.132915,54.07903,2020-12-06 09:26:22,26.263327860417142,driving
12.1321,54.079118,2020-12-06 09:26:28,35.91456047715014,driving
12.131387,54.079533,2020-12-06 09:26:34,44.0800664630409,driving
12.130581,54.08009,2020-12-06 09:26:40,50.03920474348333,driving
12.12975,54.080683,2020-12-06 09:26:46,52.11183340202166,driving
12.128859,54.081279,2020-12-06 09:26:52,51.06537525360345,driving
12.128025,54.081829,2020-12-06 09:26:58,38.26081327836064,driving
12.12733,54.081863,2020-12-06 09:27:04,35.478798529905006,driving
12.126991,54.081241,2020-12-06 09:27:10,48.4037193840667,driving
12.126411,54.080521,2020-12-06 09:27:16,56.69556192803907,driving
12.125684,54.079727,2020-12-06 09:27:22,62.43740864232196,driving
12.124929,54.078866,2020-12-06 09:27:28,63.92028108409656,driving
12.124289,54.077998,2020-12-06 09:27:34,62.383575140158456,driving
12.123634,54.07716,2020-12-06 09:27:40,60.005380982809776,driving
12.122992,54.076371,2020-12-06 09:27:46,49.03538455003701,driving
12.122517,54.075847,2020-12-06 09:27:52,25.812075402958374,driving
12.122391,54.075684,2020-12-06 09:27:58,7.999898248705463,driving
12.122345,54.07563,2020-12-06 09:28:04,0.8824922972945083,driving
12.122295,54.075575,2020-12-06 09:28:54,4.112323722824908,driving
12.121913,54.075115,2020-12-06 09:29:00,46.03129273968892,driving
12.121207,54.074354,2020-12-06 09:29:06,59.4318236404949,driving
12.120363,54.073587,2020-12-06 09:29:12,59.85096617438848,driving
12.119379,54.072924,2020-12-06 09:29:18,54.64080106064888,driving
12.1183,54.072509,2020-12-06 09:29:24,45.82928770234674,driving
12.117377,54.072217,2020-12-06 09:29:30,24.21291539999025,driving
12.117196,54.07219,2020-12-06 09:29:36,4.95884223059819,driving
12.117121,54.072164,2020-12-06 09:29:43,1.007066941807666,driving
12.117062,54.072152,2020-12-06 09:30:11,5.929837052149967,driving
12.116278,54.072076,2020-12-06 09:30:17,42.00981400966041,driving
12.114929,54.072087,2020-12-06 09:30:23,53.92071042534054,driving
12.11353,54.072144,2020-12-06 09:30:29,49.43363427887622,driving
12.112413,54.072192,2020-12-06 09:30:35,29.558335900489737,driving
12.112026,54.072209,2020-12-06 09:30:41,15.552300246076422,driving
12.111674,54.072091,2020-12-06 09:30:47,20.44754558982644,driving
12.111548,54.071724,2020-12-06 09:30:53,23.933994711651184,driving
12.111421,54.07139,2020-12-06 09:30:59,24.82090520478402,driving
12.11127,54.070999,2020-12-06 09:31:05,28.905549344812695,driving
12.11111,54.070544,2020-12-06 09:31:11,27.770592155716,driving
12.111009,54.070182,2020-12-06 09:31:17,21.66632033301893,driving
12.111447,54.070067,2020-12-06 09:31:23,18.21098104335616,driving
12.111896,54.070069,2020-12-06 09:31:29,17.65711682711099,driving
12.112348,54.070071,2020-12-06 09:31:35,14.20215286920071,searching
12.112681,54.070073,2020-12-06 09:31:42,5.949887535112428,searching
12.112778,54.070074,2020-12-06 09:31:52,6.158989622926146,searching
12.1131,54.070076,2020-12-06 09:31:58,11.798351550543002,searching
12.11338,54.070075,2020-12-06 09:32:04,12.346935885511344,searching
12.11373,54.070074,2020-12-06 09:32:10,15.012668844669896,searching
12.114146,54.070073,2020-12-06 09:32:16,19.421535459965813,searching
12.114721,54.070072,2020-12-06 09:32:22,23.359818114522746,searching
12.115338,54.070071,2020-12-06 09:32:28,23.803486533526435,searching
12.115934,54.070045,2020-12-06 09:32:34,14.950450059659667,searching
12.116097,54.070029,2020-12-06 09:32:40,3.881331788946749,searching
12.116032,54.070035,2020-12-06 09:32:48,11.087062672192031,searching
12.115451,54.070108,2020-12-06 09:32:54,22.78621614266982,searching
12.114883,54.070122,2020-12-06 09:33:00,23.295430132848573,searching
12.114264,54.070145,2020-12-06 09:33:06,24.14880764567313,searching
12.113652,54.070149,2020-12-06 09:33:12,20.08158923871149,searching
12.11324,54.070135,2020-12-06 09:33:18,15.03752888762362,searching
12.112996,54.069984,2020-12-06 09:33:24,18.112690711931712,searching
12.112977,54.06965,2020-12-06 09:33:30,22.380431357355228,searching
12.112935,54.069315,2020-12-06 09:33:36,19.92514497669559,searching
12.113362,54.069243,2020-12-06 09:33:42,16.019479834967587,searching
12.113734,54.069226,2020-12-06 09:33:48,18.38411420209482,searching
12.114296,54.069192,2020-12-06 09:33:54,22.37446093750627,searching
12.114872,54.069175,2020-12-06 09:34:00,23.24035822367057,searching
12.11548,54.069153,2020-12-06 09:34:06,21.401315253564164,searching
12.115962,54.069136,2020-12-06 09:34:12,12.84790003542399,searching
12.116134,54.069127,2020-12-06 09:34:18,4.095993616473984,searching
12.116066,54.069139,2020-12-06 09:34:26,10.463912276139746,searching
12.115515,54.069156,2020-12-06 09:34:32,16.92518898480229,searching
12.115204,54.069169,2020-12-06 09:34:38,16.51348434325809,searching
12.114674,54.069186,2020-12-06 09:34:44,23.091535923250547,searching
12.114027,54.069201,2020-12-06 09:34:50,20.529927516674217,searching
12.113628,54.069218,2020-12-06 09:34:56,14.46429212958748,searching
12.113299,54.069263,2020-12-06 09:35:02,8.861313693728151,searching
12.113186,54.069254,2020-12-06 09:35:08,2.9910406389411808,searching
