lon,lat,timestamp,speed_kmh,label
8.677233,50.130181,2021-02-22 20:11:11,0.0,driving
8.677274,50.130207,2021-02-22 20:11:39,4.195405998195069,driving
8.677753,50.130292,2021-02-22 20:11:45,20.59952647515641,driving
8.678072,50.130509,2021-02-22 20:11:51,19.489261792651533,driving
8.678317,50.130747,2021-02-22 20:11:57,16.513603666253942,driving
8.678609,50.130654,2021-02-22 20:12:03,22.1350371854173,driving
8.679181,50.130387,2021-02-22 20:12:09,23.153912814297996,driving
8.679466,50.130232,2021-02-22 20:12:15,17.7399167534736,driving
8.679545,50.129945,2021-02-22 20:12:21,16.895974048667462,driving
8.679673,50.129747,2021-02-22 20:12:27,21.86245810383085,driving
8.680359,50.129769,2021-02-22 20:12:33,32.36100500222171,driving
8.681173,50.129854,2021-02-22 20:12:39,34.07331064277855,driving
8.681938,50.129888,2021-02-22 20:12:45,31.814867686934377,driving
8.682653,50.129938,2021-02-22 20:12:51,29.13894880558068,driving
8.683293,50.129969,2021-02-22 20:12:57,24.40426764837049,driving
8.68379,50.12999,2021-02-22 20:13:03,15.440390372291407,driving
8.683935,50.129882,2021-02-22 20:13:09,18.818006561189687,driving
8.683759,50.129477,2021-02-22 20:13:15,32.68165474220819,driving
8.683468,50.128951,2021-02-22 20:13:21,37.96205979367562,driving
8.683214,50.128396,2021-02-22 20:13:27,23.95721462224212,driving
8.683152,50.128263,2021-02-22 20:13:33,3.3153299621815573,driving
8.683121,50.128182,2021-02-22 20:13:54,8.834022489835425,driving
8.682887,50.127694,2021-02-22 20:14:00,32.1443395479818,driving
8.682714,50.127256,2021-02-22 20:14:06,24.600098926859356,driving
8.682599,50.126981,2021-02-22 20:14:12,26.23120852518134,driving
8.682393,50.126498,2021-02-22 20:14:18,37.95779864397132,driving
8.682141,50.125883,2021-02-22 20:14:24,39.43922060271455,driving
8.681918,50.125357,2021-02-22 20:14:30,33.74203300337567,driving
8.681728,50.124908,2021-02-22 20:14:36,29.266829179122453,driving
8.681556,50.124512,2021-02-22 20:14:42,29.18566581761573,driving
8.681377,50.124064,2021-02-22 20:14:48,23.928302296394115,driving
8.681214,50.123833,2021-02-22 20:14:54,20.443894286870854,driving
8.680737,50.123646,2021-02-22 20:15:00,23.095775314140663,driving
8.680305,50.123461,2021-02-22 20:15:06,20.73225328500149,driving
8.679927,50.123306,2021-02-22 20:15:12,17.14436036014826,driving
8.67963,50.123185,2021-02-22 20:15:18,17.612171704939808,driving
8.679234,50.123022,2021-02-22 20:15:24,22.60649846630264,driving
8.678747,50.122814,2021-02-22 20:15:30,19.380887042911272,driving
8.678479,50.122702,2021-02-22 20:15:36,11.641718241539436,driving
8.678316,50.122604,2021-02-22 20:15:42,13.692972436220463,driving
8.678546,50.122382,2021-02-22 20:15:48,15.67202670656768,driving
8.678691,50.122202,2021-02-22 20:15:54,18.138897577316023,driving
8.679004,50.121927,2021-02-22 20:16:00,17.28292545039496,driving
8.679169,50.121785,2021-02-22 20:16:06,13.76144399943481,driving
8.679492,50.121674,2021-02-22 20:16:12,19.056225642482328,driving
8.679964,50.121529,2021-02-22 20:16:18,17.767724442537244,searching
8.680185,50.121393,2021-02-22 20:16:24,10.881578075150898,searching
8.680273,50.121277,2021-02-22 20:16:30,11.377149121345184,searching
8.680182,50.121074,2021-02-22 20:16:36,18.801192890794603,searching
8.67998,50.120747,2021-02-22 20:16:42,20.667676979496992,searching
8.67992,50.120483,2021-02-22 20:16:48,8.635161174819991,searching
8.6799,50.120434,2021-02-22 20:16:57,7.213645339069278,searching
8.679757,50.120241,2021-02-22 20:17:03,23.466929094876853,searching
8.67907,50.12003,2021-02-22 20:17:09,33.385961810174194,searching
8.67836,50.119798,2021-02-22 20:17:15,22.47874066063545,searching
8.678135,50.119724,2021-02-22 20:17:21,1.3916632249487957,searching
8.678083,50.119701,2021-02-22 20:18:14,0.9344530152784084,searching
8.677952,50.119657,2021-02-22 20:18:20,18.13350428750709,searching
8.67744,50.119962,2021-02-22 20:18:26,34.97595175977435,searching
8.676648,50.12028,2021-02-22 20:18:32,27.51324625368237,searching
8.676594,50.120502,2021-02-22 20:18:38,16.794777943463767,searching
8.676935,50.120674,2021-02-22 20:18:44,16.396489138479243,searching
8.6772,50.120802,2021-02-22 20:18:50,15.552223326808829,searching
8.677521,50.120949,2021-02-22 20:18:56,16.292419770035796,searching
8.677823,50.121082,2021-02-22 20:19:02,15.113641102677615,searching
8.678088,50.121218,2021-02-22 20:19:08,17.95048946271602,searching
8.678487,50.12141,2021-02-22 20:19:14,14.095193095731524,searching
8.678603,50.12148,2021-02-22 20:19:20,3.3426893075598967,searching
